Wahltermin,Titel,Vorname,Nachname,Jahrgang,Partei,Wahlkreis,Bundesland,Listenplatz
2009-09-27,,Ingo,Kolmorgen,1972,GRÜNE,109,,
2009-09-27,,Cindy,Kolter,1973,DIE LINKE,94,NW,28
2009-09-27,Dr.,Fred,Konrad,1961,GRÜNE,211,RP,4
2009-09-27,,Torsten,Koplin,1962,DIE LINKE,18,MV,5
2009-09-27,,Gudrun,Kopp,1950,FDP,136,NW,5
2009-09-27,,Walter Ernst Wolfgang,Koppe,1957,DIE LINKE,214,,
2009-09-27,,Jürgen,Koppelin,1945,FDP,3,SH,1
2009-09-27,,Eva,Korcian,1990,BP,,BY,27
2009-09-27,,Henrik,Kordes,1948,MLPD,,HE,3
2009-09-27,,Patrick Alexander,Korfmann,1980,REP,230,,
2009-09-27,,Ina,Korntreff,1967,MLPD,72,ST,2
2009-09-27,,Stefanie,Korntreff,1986,MLPD,,TH,2
2009-09-27,,Jan,Korte,1977,DIE LINKE,72,ST,2
2009-09-27,Prof. Dr.,Niels,Korte,1969,CDU,85,BE,12
2009-09-27,,Karin,Kortmann,1959,SPD,108,NW,24
2009-09-27,,Dietmar,Koschmieder,1955,DKP,,BE,13
2009-09-27,Dr.,Rolf,Koschorrek,1956,CDU,3,SH,8
2009-09-27,,Hartmut,Koschyk,1959,CSU,237,,
2009-09-27,,Margot,Kosmanek,1933,CDU,,BW,45
2009-09-27,,Heiko,Kosow,1947,GRÜNE,148,,
2009-09-27,,Thoralf,Koß,1964,GRÜNE,156,,
2009-09-27,Dr.,Volker,Koß,1949,GRÜNE,11,,
2009-09-27,,Philip,Kossack,1989,GRÜNE,31,,
2009-09-27,,Thomas,Kossendey,1948,CDU,28,NI,5
2009-09-27,,Sylvia,Kotting-Uhl,1952,GRÜNE,271,BW,3
2009-09-27,,Emanuel,Kotzian,1972,PIRATEN,244,,
2009-09-27,,Kordula,Kovac,1957,CDU,,BW,12
2009-09-27,,Stephan-Gerhard,Koziolek,1968,DIE LINKE,,NI,19
2009-09-27,,Stefan,Krabbes,1987,GRÜNE,71,,
2009-09-27,,Martin,Krämer,1986,NPD,266,,
2009-09-27,,Ulrike,Kraemer-Schwinn,1956,DIE VIOLETTEN,97,,
2009-09-27,,Ursula,Kraft,1953,CDU,,HE,23
2009-09-27,,Volker,Kraft,1953,MLPD,259,BW,3
2009-09-27,,Günter,Krafzik,1934,PBC,,BY,4
2009-09-27,,Benjamin Manuel,Kramer,1978,FDP,188,HE,11
2009-09-27,,Klaus-Dieter,Kramer,1944,,166,,
2009-09-27,,Rolf,Kramer,1949,SPD,34,NI,18
2009-09-27,,Erich,Krames,1934,NPD,201,RP,7
2009-09-27,,Anette,Kramme,1967,SPD,237,BY,12
2009-09-27,,Ernst,Kranz,1950,SPD,190,TH,5
2009-09-27,,Matthias,Kraume,1982,BüSo,121,NW,4
2009-09-27,,Brian,Krause,1972,GRÜNE,270,,
2009-09-27,Dr.,Dietrich-Eckard,Krause,1941,FDP,18,MV,7
2009-09-27,,Hendrik,Krause,1987,PIRATEN,,MV,2
2009-09-27,,Johannes,Krause,1958,SPD,73,ST,5
2009-09-27,,Ludwig,Krause,1938,CM,,BY,9
2009-09-27,,Rainer Eckehard,Krause,1946,FDP,151,NW,60
2009-09-27,,Steffen,Krause,1976,DVU,,HB,2
2009-09-27,,Arthur Wolfram,Krauß,1947,,196,,
2009-09-27,,Reiner,Krauß,1950,PBC,,RP,3
2009-09-27,,Tanja,Krauth,1968,DIE LINKE,202,,
2009-09-27,,Jörg,Krebs,1975,NPD,183,HE,1
2009-09-27,,Matthias,Kreh,1980,SPD,,HE,19
2009-09-27,,Alexander F.,Kreidemann,1959,NPD,256,,
2009-09-27,,Horst,Kreil,1938,BüSo,79,BE,7
2009-09-27,,Andreas,Krell,1955,ÖDP,,RP,9
2009-09-27,,Jutta,Krellmann,1956,DIE LINKE,47,NI,5
2009-09-27,,Marc-Benedict,Kremer,1973,NPD,100,,
2009-09-27,,Nicolette,Kressl,1958,SPD,273,BW,3
2009-09-27,,Holger,Krestel,1955,FDP,82,BE,4
2009-09-27,,Michael,Kretschmer,1975,CDU,158,,
2009-09-27,,Gunter,Kretzschmann,1951,NPD,112,,
2009-09-27,,Gunther,Krichbaum,1964,CDU,279,,
2009-09-27,,Hermann-Josef,Krichel-Mäurer,1962,SPD,110,NW,40
2009-09-27,,Frank Hartmut,Krien,1956,NPD,167,SN,4
2009-09-27,Dr.,Günter,Krings,1969,CDU,110,NW,31
2009-09-27,,Oliver,Krischer,1969,GRÜNE,91,NW,8
2009-09-27,,Stefan,Krix,1966,ÖDP,126,,
2009-09-27,,Walter,Krögner,1963,SPD,,BW,36
2009-09-27,,Manfred,Krönauer,1974,FDP,,BY,16
2009-09-27,Dr.,Martina,Krogmann,1964,CDU,31,NI,3
2009-09-27,,Daniela,Kroll,1971,FWD,,BB,6
2009-09-27,,Dorothee,Kroll,1955,GRÜNE,93,NW,29
2009-09-27,,Kilian,Kronimus,1965,ÖDP,,BW,4
2009-09-27,,Katarzyna Dorota,Kruczkowski,1979,BüSo,120,NW,1
2009-09-27,Dr.,Hans-Ulrich,Krüger,1952,SPD,114,NW,36
2009-09-27,,Jürgen,Krüger,1964,REP,,NW,12
2009-09-27,,Lasse,Krüger,1989,NPD,,NI,8
2009-09-27,,Mario,Krüger,1970,PBC,,BY,8
2009-09-27,,Angelika,Krüger-Leißner,1951,SPD,59,BB,6
2009-09-27,,Daniel,Krug,1981,NPD,114,,
2009-09-27,Dr.,Michael,Krug,1960,FDP,,HE,36
2009-09-27,,Alois,Krumbachner,1953,BüSo,225,BY,17
2009-09-27,,Agnes,Krumwiede,1977,GRÜNE,217,BY,9
2009-09-27,,Holger Karsten,Krupp,1982,FDP,,HB,5
2009-09-27,,Michael,Kruse,1985,PIRATEN,,SH,6
2009-09-27,,Rüdiger,Kruse,1961,CDU,21,HH,4
2009-09-27,,Stefan,Krutten,1960,SPD,,SL,17
2009-09-27,,Walter,Kubach,1955,DIE LINKE,266,,
2009-09-27,,Klaus,Kubacki,1936,DKP,,BE,15
2009-09-27,,Stefan,Kubat,1974,FDP,,HH,12
2009-09-27,,Christian,Kubisch,1974,PIRATEN,246,,
2009-09-27,,Jürgen,Kucharczyk,1957,SPD,104,NW,30
2009-09-27,,Hartwin,Kuchler,1945,BP,,BY,5
2009-09-27,,Hans-Werner,Kuchta,1954,PBC,282,,
2009-09-27,,Bettina Irene,Kudla,1962,CDU,153,,
2009-09-27,,Thurid,Küber,1980,SPD,30,NI,29
2009-09-27,,Stephan,Kühn,1979,GRÜNE,161,SN,2
2009-09-27,,Helga,Kühn-Mengel,1947,SPD,93,NW,19
2009-09-27,,Steffen,Kühne,1981,DIE LINKE,63,BB,8
2009-09-27,,Hans-Gerd Lutz,Kühnel,1953,MLPD,,NW,17
2009-09-27,,Marcus,Kührt,1983,BüSo,160,SN,1
2009-09-27,,Heinz Hans Hermann,Kühsel,1949,DIE LINKE,36,NI,33
2009-09-27,,Renate,Künast,1955,GRÜNE,82,BE,1
2009-09-27,,Jutta Maria Irene,Künstle,1939,PBC,,BY,13
2009-09-27,Dr.,Hermann,Kues,1949,CDU,32,NI,4
2009-09-27,,Jörg-Friedrich,Küster,1964,DIE LINKE,32,NI,17
2009-09-27,,Max,Kuhlmann,1985,DIE VIOLETTEN,,BE,5
2009-09-27,Dr.,Arnd,Kuhn,1957,GRÜNE,99,NW,26
2009-09-27,,Fritz,Kuhn,1955,GRÜNE,274,BW,2
2009-09-27,,Klaus Dieter Kurt,Kuhn,1955,DVU,,BB,1
2009-09-27,,Rudolf,Kujath,1942,SPD,86,BE,10
2009-09-27,,Ute,Kumpf,1947,SPD,259,BW,7
2009-09-27,,Katrin,Kunert,1964,DIE LINKE,67,ST,3
2009-09-27,,Willibert,Kunkel,1950,NPD,89,NW,8
2009-09-27,,Cornelia,Kunkis-Becker,1960,GRÜNE,286,,
2009-09-27,,Ernst Jakob,Kuntz,1949,DIE LINKE,212,,
2009-09-27,,Christian,Kunz,1978,DIE LINKE,,ST,10
2009-09-27,,Viktor,Kunz,1979,,209,,
2009-09-27,,Bayram,Kurnaz,1969,,54,,
2009-09-27,,Günter,Kursawe,1959,NPD,238,,
2009-09-27,,Wolfgang Wilhelm,Kurtenbach,1940,Bündnis21/RRP,,NW,1
2009-09-27,,Markus,Kurth,1966,GRÜNE,143,NW,6
2009-09-27,,Patrick,Kurth,1976,FDP,191,TH,1
2009-09-27,,Undine,Kurth,1951,GRÜNE,69,ST,1
2009-09-27,,Matthias,Kurz,1984,PIRATEN,,SL,3
2009-09-27,,Dietmar,Kuschke,1967,DIE LINKE,231,,
2009-09-27,,Monika,Kuske,1957,MLPD,,ST,1
2009-09-27,,Rolf,Kutzmutz,1947,DIE LINKE,62,,
2009-09-27,,Benedikt,Laame,1984,FDP,,NW,48
2009-09-27,,Sebastian,Laaser,1981,SPD,,NW,68
2009-09-27,,Claire,Labigne,1950,GRÜNE,,HE,25
2009-09-27,,Christa,Labouvie,1956,GRÜNE,,MV,3
2009-09-27,,Carsten,Labudda,1975,DIE LINKE,274,,
2009-09-27,,Günter,Lach,1954,CDU,52,NI,27
2009-09-27,,Daniel,Lachmann,1980,NPD,177,HE,3
2009-09-27,,Peter Christian Harri,Lachmann,1941,Bündnis21/RRP,222,BY,4
2009-09-27,,Richard,Ladewig,1966,FDP,220,BY,34
2009-09-27,,Andreas Gottfried,Lämmel,1959,CDU,160,SN,8
2009-09-27,,Uwe,Lämmel,1959,GRÜNE,135,,
2009-09-27,,Rosemarie,Lämmer,1954,REP,,HE,1
2009-09-27,,Jean Dominique,Länge,1974,ÖDP,,BW,7
2009-09-27,,Mike,Lätzsch,1967,DIE LINKE,,SN,14
2009-09-27,,Oskar,Lafontaine,1943,DIE LINKE,,SL,1
2009-09-27,,Erhard,Lahni,1965,FAMILIE,,BY,11
2009-09-27,,Christine,Lambrecht,1965,SPD,188,HE,6
2009-09-27,Dr.,Karl,Lamers,1951,CDU,274,BW,10
2009-09-27,Prof. Dr.,Norbert,Lammert,1948,CDU,141,NW,1
2009-09-27,,Hans,Lampl,1941,Bündnis21/RRP,216,BY,2
2009-09-27,,Monika,Lamprecht,1946,,236,,
2009-09-27,,Stefan,Lanari,1959,DIE LINKE,,SH,7
2009-09-27,Dr.,Peter,Landauer,1951,,221,,
2009-09-27,,Barbara Katharina,Landgraf,1954,CDU,155,SN,5
2009-09-27,,Heinz,Lanfermann,1950,FDP,61,BB,1
2009-09-27,,Peter,Lang,1940,ADM,,BW,3
2009-09-27,,Rudolf,Lang,1953,ÖDP,247,BY,7
2009-09-27,,Jürgen,Langanki,1972,REP,249,BY,15
2009-09-27,,Christian,Lange,1964,SPD,269,BW,4
2009-09-27,,Cornelia,Lange,1959,CDU,,HE,29
2009-09-27,,Hans-Jürgen,Lange,1936,,268,,
2009-09-27,,Helmut Walter Wolfgang,Lange,1952,MLPD,55,HB,1
2009-09-27,,Robert,Lange,1980,PIRATEN,,HE,5
2009-09-27,,Ulrich,Lange,1969,CSU,254,,
2009-09-27,,Volker Rainer Hartmut,Lange,1967,SPD,,NI,50
2009-09-27,,Wanja Max,Lange,1987,MLPD,,HB,3
2009-09-27,,Jörn,Langefeld,1964,FDP,91,NW,52
2009-09-27,,Doreen,Langen,1979,NPD,241,,
2009-09-27,,Heidemarie Regine Elke (Heidi),Langensiepen,1944,FDP,,RP,18
2009-09-27,,Michael,Langer,1962,REP,,HE,6
2009-09-27,Dr.,Vera Isabella,Langer,1978,FDP,185,HE,12
2009-09-27,,Iris,Langguth,1959,GRÜNE,298,,
2009-09-27,,Rita,Lanius-Heck,1959,CDU,,RP,25
2009-09-27,,Barbara Maria,Lanzinger,1954,CSU,,BY,23
2009-09-27,Dr.,Jürgen Hans,Lapsien,1957,ÖDP,,NW,10
2009-09-27,Dr.,Hartmut,Lardon,1953,FDP,209,RP,11
2009-09-27,,Thomas,Laubel,1978,PIRATEN,,BW,2
2009-09-27,,Paul,Lauer,1957,FDP,282,BW,31
2009-09-27,,Dieter,Lauinger,1962,GRÜNE,193,TH,2
2009-09-27,,Dennis,Laurisch,1978,PIRATEN,271,BW,1
2009-09-27,,Mario Michael,Laurischk,1975,CDU,65,BB,9
2009-09-27,,Sibylle,Laurischk,1954,FDP,284,BW,6
2009-09-27,Dr.,Conrad,Lausberg,1959,ÖDP,220,BY,23
2009-09-27,,Brigitte Renate,Lauterbach,1934,NPD,160,,
2009-09-27,Prof. Dr.,Karl,Lauterbach,1963,SPD,102,NW,49
2009-09-27,,Claudia Marianne,Laux,1966,GRÜNE,,RP,9
2009-09-27,,Caren nicole,Lay,1972,DIE LINKE,157,SN,7
2009-09-27,,Monika,Lazar,1967,GRÜNE,154,SN,1
2009-09-27,,Tim,Leber,1966,FAMILIE,,SL,7
2009-09-27,,Josef,Lebmeier,1963,BüSo,,BY,7
2009-09-27,,Sebastian,Lechner,1980,CDU,44,NI,23
2009-09-27,,Thomas Gerhard,Lechner,1966,FAMILIE,,BY,15
2009-09-27,,Ulrich Werner Maria,Lechte,1977,FDP,,BY,21
2009-09-27,Dr.,Klaus,Lederer,1974,DIE LINKE,76,BE,6
2009-09-27,,Felix Paul Edgar,Lederle,1975,DIE LINKE,78,,
2009-09-27,,Bernhard,Lehle,1963,GRÜNE,263,,
2009-09-27,,Klaus,Lehmann,1935,ÖDP,,RP,3
2009-09-27,,Uwe,Lehmann,1959,,68,,
2009-09-27,Dr.,Max,Lehmer,1946,CSU,214,,
2009-09-27,,Erwine,Lehming,1928,NPD,95,,
2009-09-27,,Aloys,Lehmler,1951,NPD,297,SL,3
2009-09-27,Dr.,Kurt,Lehner,1967,FDP,76,BE,10
2009-09-27,,Ruben,Lehnert,1978,DIE LINKE,83,,
2009-09-27,,Sebastian,Lehrberger,1955,Freie Union,225,,
2009-09-27,,Paul,Lehrieder,1959,CSU,251,,
2009-09-27,,Harald,Leibrecht,1961,FDP,266,BW,4
2009-09-27,,Sabine,Leidig,1961,DIE LINKE,187,HE,1
2009-09-27,,Markus,Leidinger,1984,SPD,,RP,23
2009-09-27,Prof. Dr.,Prof. Felix,Leinen,1957,ÖDP,206,RP,2
2009-09-27,,Andreas,Lelke,1980,BüSo,,HE,4
2009-09-27,,Helmut,Lemke,1942,RENTNER,,SH,3
2009-09-27,,Michael,Lemm,1975,DIE LINKE,,TH,13
2009-09-27,,Steffen-Claudio,Lemme,1965,SPD,191,TH,3
2009-09-27,,Siegfried,Lemmermeier,1955,,254,,
2009-09-27,Dr.,Hans-Volkhard,Lempp,1964,CSU,,BY,61
2009-09-27,,Tammo,Lenger,1974,GRÜNE,26,,
2009-09-27,,Peter,Lengert,1957,DIE LINKE,,TH,12
2009-09-27,,Vera,Lengsfeld,1952,CDU,84,BE,6
2009-09-27,,Sebastian,Lenk,1982,CDU,,TH,13
2009-09-27,,Ralph,Lenkert,1967,DIE LINKE,194,TH,1
2009-09-27,,Jürgen,Lenz,1960,,168,,
2009-09-27,,Ingrid,Lenz-Aktas,1961,SPD,222,BY,36
2009-09-27,Dr.,Elke,Leonhard,1949,SPD,203,RP,12
2009-09-27,,Gino,Leonhard,1972,FDP,15,,
2009-09-27,,Sabine,Leopold,1958,MLPD,,NW,22
2009-09-27,,Helga,Lerch,1955,FDP,,RP,19
2009-09-27,,Maximilian,Leucht,1979,FDP,223,BY,23
2009-09-27,,Bernhard,Leusmann,1935,ADM,,BW,2
2009-09-27,,Michael Gerhard,Leutert,1974,DIE LINKE,163,SN,6
2009-09-27,,Sabine,Leutheusser-Schnarrenberger,1951,FDP,224,BY,1
2009-09-27,,Christopher,Lewis,1945,BüSo,,HE,6
2009-09-27,Dr.,Ursula,Leyen von der,1958,CDU,43,NI,1
2009-09-27,,Rainer,Leyendecker,1956,,271,,
2009-09-27,,Robert,Lieb,1963,REP,,BY,24
2009-09-27,,Maria,Liebeck,1957,CDU,,NW,58
2009-09-27,,Marc,Liebehenz,1977,FDP,126,NW,49
2009-09-27,,Fritz,Liebenow,1949,NPD,80,,
2009-09-27,,Werner Hans,Liebhart,1963,FDP,,BY,51
2009-09-27,,Stefan,Liebich,1972,DIE LINKE,77,BE,4
2009-09-27,,Ingbert,Liebing,1963,CDU,2,SH,7
2009-09-27,,Hans Dieter,Liederwald,1964,DVU,,RP,1
2009-09-27,,Ulrike,Liedy,1960,FAMILIE,,RP,5
2009-09-27,,Lore,Lierse,1955,NPD,59,BB,6
2009-09-27,,Matthias,Lietz,1953,CDU,16,MV,3
2009-09-27,,Ulrike,Lillge,1950,BüSo,,BB,1
2009-09-27,Dr.,Wolfgang,Lillge,1950,BüSo,87,BE,3
2009-09-27,,Kai,Limmer,1978,NPD,237,,
2009-09-27,,Hendrik,Lindemann,1964,FDP,250,BY,58
2009-09-27,,Lars Friedrich,Lindemann,1971,FDP,,BE,2
2009-09-27,,Thomas,Lindemann,1980,NPD,71,,
2009-09-27,,Hans,Linden,1936,Volksabstimmung,,NW,4
2009-09-27,,Andrea,Lindholz,1970,CSU,,BY,29
2009-09-27,,Manuel,Lindlar,1988,DIE LINKE,102,NW,18
2009-09-27,,Andrea,Lindlohr,1975,GRÜNE,261,BW,15
2009-09-27,,Christian,Lindner,1979,FDP,101,NW,9
2009-09-27,,Dietmar,Lindner,1945,FAMILIE,,BY,14
2009-09-27,Dr.,Martin,Lindner,1964,FDP,77,BE,1
2009-09-27,,Tobias,Lindner,1982,GRÜNE,212,RP,6
2009-09-27,,Hildegard,Lingnau,1964,GRÜNE,198,,
2009-09-27,,Heinz Werner,Link,1957,BP,254,,
2009-09-27,Dr.,Manfred,Link,1941,Bündnis21/RRP,253,BY,3
2009-09-27,,Michael Georg,Link,1963,FDP,267,BW,9
2009-09-27,,Peter Wigbert,Link,1963,CDU,,NI,40
2009-09-27,Dr.,Marianne Monika,Linke,1945,DIE LINKE,15,,
2009-09-27,Dr.,Carsten,Linnemann,1977,CDU,138,,
2009-09-27,,Julia,Linse,1982,CDU,,RP,19
2009-09-27,,Patricia,Lips,1963,CDU,187,HE,11
2009-09-27,,Burkhard,Lischka,1965,SPD,70,ST,2
2009-09-27,,Simon,Lissner,1958,GRÜNE,178,,
2009-09-27,,Uwe,Litfin,1958,FWD,,BB,5
2009-09-27,,Sven,Lobeck,1976,NPD,200,RP,4
2009-09-27,,Ingeborg Anna,Lobocki,1946,DVU,,SH,2
2009-09-27,,Wolfgang,Loch,1964,Bündnis21/RRP,,SL,5
2009-09-27,,Klemens,Lockfisch,1961,NPD,,BW,4
2009-09-27,,Alfred,Loeber,1944,RENTNER,,NW,5
2009-09-27,,Max,Löffler,1988,GRÜNE,94,,
2009-09-27,,Oskar,Löffler,1960,,295,,
2009-09-27,,Christoph,Löhr,1983,PIRATEN,,RP,5
2009-09-27,,Marlene,Löhr,1985,GRÜNE,,SH,9
2009-09-27,,Markus Michael Maria,Löning,1960,FDP,84,,
2009-09-27,,Johannes,Loepelmann,1987,PIRATEN,,MV,6
2009-09-27,,Norbert,Loeper,1953,Bündnis21/RRP,,NI,13
2009-09-27,,Bernhard Paul,Lörch,1946,ÖDP,,BW,9
2009-09-27,,Wolfgang,Lörcher,1963,DIE LINKE,175,,
2009-09-27,,Rudolf,Lörcks,1964,PIRATEN,,NW,5
2009-09-27,,Gabriele,Lösekrug-Möller,1951,SPD,47,NI,6
2009-09-27,,Ursula Cornelia,Lötzer,1950,DIE LINKE,96,NW,1
2009-09-27,Dr.,Gesine,Lötzsch,1961,DIE LINKE,87,BE,3
2009-09-27,,Klaus,Lohfing-Blanke,1958,,190,,
2009-09-27,,Dorothee,Lohmann,1942,MLPD,,BW,12
2009-09-27,,Roland,Lohmeier,1945,Bündnis21/RRP,225,,
2009-09-27,,Johannes Hubertus,Lohmeyer,1964,FDP,160,,
2009-09-27,,Mario,Look,1964,ÖDP,,BE,2
2009-09-27,,Stefan,Lorent,1961,DIE LINKE,,BW,12
2009-09-27,,Bernd Gerhard,Lorenz,1970,NPD,240,,
2009-09-27,,Gertrud,Lorenz,1926,CDU,,BW,61
2009-09-27,,Joseph,Lorenz,1941,REP,236,,
2009-09-27,,Kathrin,Lorenz,1969,CDU,,TH,15
2009-09-27,,Kurt-Heinz,Lorsbach,1958,REP,,NW,14
2009-09-27,Dr.,Erwin Georg,Lotter,1951,FDP,253,BY,12
2009-09-27,,Hiltrud,Lotze,1958,SPD,38,NI,25
2009-09-27,,Klaus,Louis,1959,NPD,287,,
2009-09-27,,Gert,Lowack,1971,GRÜNE,237,BY,18
2009-09-27,Dr.,Jan-Marco,Luczak,1975,CDU,82,BE,7
2009-09-27,,Jochen,Luczak,1950,GRÜNE,88,NW,20
2009-09-27,,Gottfried,Ludewig,1982,CDU,77,,
2009-09-27,,Felix-Anton,Ludosan,1969,FAMILIE,,RP,4
2009-09-27,,Arne,Ludwig,1968,PIRATEN,,NI,6
2009-09-27,,Lars,Lübbe,1986,CDU,,NI,44
2009-09-27,,Andreas,Lück,1961,FDP,83,BE,7
2009-09-27,,Karl Heinz,Lüder,1943,,17,,
2009-09-27,,Kirsten,Lühmann,1964,SPD,45,NI,8
2009-09-27,,Jens,Lütke,1978,NPD,6,SH,2
2009-09-27,,David,Lukaßen,1981,GRÜNE,,HB,4
2009-09-27,,Oliver,Lukner,1970,FDP,292,BW,27
2009-09-27,,Oliver,Luksic,1979,FDP,298,SL,1
2009-09-27,,Manfred,Lurz,1945,DIE LINKE,136,,
2009-09-27,Dr.,Michael Andreas,Luther,1956,CDU,166,SN,4
2009-09-27,,Hans-Jürgen,Lutz,1948,Tierschutzpartei,,HE,5
2009-09-27,,Janet,Lutz,1970,GRÜNE,191,,
2009-09-27,,Thomas,Lutze,1969,DIE LINKE,,SL,2
2009-09-27,,Benedikt,Lux,1981,GRÜNE,80,,
2009-09-27,,Josefa,Lux,1958,SPD,,NW,38
2009-09-27,,Stefan,Lux,1959,NPD,,BE,6
2009-09-27,,Karin,Maag,1962,CDU,259,BW,8
2009-09-27,,Herbert,Maar,1946,Bündnis21/RRP,,BY,13
2009-09-27,,Jens,Maaß,1975,Tierschutzpartei,,BE,6
2009-09-27,,Simone,Maaß,1967,GRÜNE,197,,
2009-09-27,,Bärbel Heike,Macamo,1961,,189,,
2009-09-27,,Wolfgang,MacGregor,1944,DIE LINKE,137,,
2009-09-27,,Andrea,Machleid,1960,NPD,73,,
2009-09-27,,Karin,Machner,1940,NPD,233,,
2009-09-27,,Robert,Macholdt,1981,PIRATEN,,HH,2
2009-09-27,Dr.,Christian Hermann,Machon,1974,CSU,,BY,43
2009-09-27,,Hermann,Mack,1953,REP,,BY,14
2009-09-27,Dr.,Roland,Mackert,1951,,266,,
2009-09-27,,Wolfgang,Mädel,1950,SPD,,SH,15
2009-09-27,,Eric,Mäncher,1965,SPD,,RP,33
2009-09-27,,David,Mändlen,1988,PIRATEN,,BY,12
2009-09-27,,Thomas,Mahlberg,1965,CDU,116,NW,36
2009-09-27,,Franz-Josef,Mai,1943,ÖDP,,TH,2
2009-09-27,,Susann,Mai,1967,ÖDP,,TH,7
2009-09-27,,Edeltraud,Maier,1938,ÖDP,,BW,5
2009-09-27,,Franz,Maier,1963,BüSo,213,BY,5
2009-09-27,,Norbert,Maier,1970,CDU,,BW,57
2009-09-27,,Sascha Andre,Maier,1984,NPD,127,,
2009-09-27,,Bejamin,Mair,1983,BP,,BY,28
2009-09-27,,Katrin,Mair,1981,CSU,,BY,26
2009-09-27,,nicole,Maisch,1981,GRÜNE,169,HE,3
2009-09-27,Dr.,Karl Ernst Thomas,Maizière de,1954,CDU,156,SN,1
2009-09-27,,Thorsten,Majer,1978,SPD,266,BW,27
2009-09-27,,Eva,Majewski,1985,CDU,,BE,11
2009-09-27,,Lydia,Makhloufi,1973,BüSo,,NW,7
2009-09-27,,Agnes,Malczak,1985,GRÜNE,294,BW,11
2009-09-27,Dr.,Birgit,Malecha-nissen,1958,SPD,6,SH,9
2009-09-27,,Hans-Jürgen,Malirs,1945,FWD,,BB,1
2009-09-27,,Anton,Maller,1957,BP,,BY,29
2009-09-27,,Roger,Mallmenn,1976,DIE LINKE,201,,
2009-09-27,,Siegfried Heinrich Eduard,Malsch,1937,Bündnis21/RRP,,BY,18
2009-09-27,Prof.,Bodo,Manegold,1948,CDU,,BE,14
2009-09-27,,Ulrich,Manes,1946,REP,,NW,4
2009-09-27,,Michael,Mang,1981,SPD,,RP,22
2009-09-27,,Sylvia,Mang,1951,DIE LINKE,255,BY,15
2009-09-27,,Maria-Barbara,Mangold-nietzschmann,1944,,252,,
2009-09-27,,Manuel,Mann,1979,NPD,172,,
2009-09-27,,Marco Gérard,Mantovanelli,1965,GRÜNE,132,NW,16
2009-09-27,,Nicolas,Mantseris,1970,GRÜNE,18,MV,4
2009-09-27,,Josef,Manz,1932,CDU,,BW,63
2009-09-27,,Dirk,Manzewski,1960,SPD,17,MV,3
2009-09-27,,Margitta,Marcian,1946,Tierschutzpartei,180,HE,1
2009-09-27,,André,Markau,1964,NPD,78,,
2009-09-27,,Hans Christian,Markert,1968,GRÜNE,111,,
2009-09-27,,Alfred,Market,1953,REP,,BY,20
2009-09-27,,Steffen,Marklein,1961,GRÜNE,17,MV,6
2009-09-27,,Caren,Marks,1963,SPD,44,NI,12
2009-09-27,,Yvonne,Marmann,1976,CDU,,RP,20
2009-09-27,,Ralf,Marohn,1967,FDP,208,RP,9
2009-09-27,,Rainer,Marschall,1953,NPD,207,,
2009-09-27,,Frank,Marschner,1957,NPD,185,HE,10
2009-09-27,,Anke,Martens,1954,NPD,,HH,6
2009-09-27,,Axel,Martin,1983,PIRATEN,,NI,9
2009-09-27,,Günter,Martin,1954,,92,,
2009-09-27,,Paula,Martin,1938,PBC,,BY,10
2009-09-27,,Richard,Martin,1933,PBC,,BY,5
2009-09-27,,Guido,Martini,1973,Bündnis21/RRP,,SL,4
2009-09-27,,Hans-Robert,Martini,1944,Bündnis21/RRP,,SL,2
2009-09-27,,Thomas,Marwein,1958,GRÜNE,284,,
2009-09-27,,Hans-Georg,Marwitz von der,1961,CDU,60,BB,5
2009-09-27,,Peter,Marx,1956,NPD,296,,
2009-09-27,,Reinhard Helmut Anton,Maßberg,1947,BüSo,230,BY,4
2009-09-27,,Norbert,Maßon,1957,DIE LINKE,273,,
2009-09-27,,Katja,Mast,1971,SPD,279,BW,13
2009-09-27,Dr.,Willi Alfred,Mast,1947,MLPD,,NW,10
2009-09-27,,Ralf,Matheis,1969,,289,,
2009-09-27,,Gert,Mathiesen,1938,DIE VIOLETTEN,,BY,15
2009-09-27,,Danny,Matschke,1975,NPD,82,,
2009-09-27,,Andreas,Mattfeldt,1969,CDU,35,NI,28
2009-09-27,,Hildegard,Mattheis,1954,SPD,291,BW,5
2009-09-27,,Marcella,Matthes,1983,FDP,,HE,23
2009-09-27,,Detlef,Matthiessen,1954,GRÜNE,4,SH,6
2009-09-27,,Günter,Matthiessen,1947,DIE LINKE,,HB,2
2009-09-27,,Dietmar Friedrich Heinz Gerd,Mattiat,1946,DIE LINKE,41,,
2009-09-27,,Alexandre,Maturana,1987,FDP,,SL,11
2009-09-27,,Gerwin,Matysiak,1953,SPD,,NI,46
2009-09-27,,Frank Thomas,Maul,1964,REP,,NW,6
2009-09-27,,Ulrich,Maurer,1948,DIE LINKE,259,BW,1
2009-09-27,,Michael Hans,May,1949,MLPD,,NW,6
2009-09-27,Dr.,Oliver Matthias Werner,May,1967,FDP,,SN,13
2009-09-27,,Bernhard,Mayer,1977,ÖDP,,BY,24
2009-09-27,,Dieter,Mayer,1938,SPD,,HE,23
2009-09-27,,Erna,Mayer,1947,Tierschutzpartei,,HE,6
2009-09-27,,Johann,Mayer,1960,GRÜNE,235,,
