Wahltermin,Titel,Vorname,Nachname,Jahrgang,Partei,Wahlkreis,Bundesland,Listenplatz
2009-09-27,,Bert-Rüdiger,Förster,1942,REP,180,HE,2
2009-09-27,,Hildegard,Förster-Heldmann,1958,GRÜNE,,HE,21
2009-09-27,,Frank,Förstermann,1964,CDU,,BW,59
2009-09-27,,Verena,Föttinger,1956,ÖDP,,BW,1
2009-09-27,,Gabriele,Fograscher,1957,SPD,254,BY,14
2009-09-27,,Peter,Forelle,1973,CDU,,TH,11
2009-09-27,,Manuela,Forster,1972,ÖDP,,BY,17
2009-09-27,,Josef,Fortner,1960,ÖDP,223,,
2009-09-27,Dr.,Johannes,Frackowiak,1968,FDP,195,TH,4
2009-09-27,,Sven Henri,Franck,1959,SPD,,RP,18
2009-09-27,,Hartmut,Frank,1953,,59,,
2009-09-27,,Maria,Frank,1938,,220,,
2009-09-27,Dr.,Edgar,Franke,1960,SPD,171,HE,7
2009-09-27,,Philipp,Frankenfeld,1971,FDP,231,BY,45
2009-09-27,,Herbert,Frankenhauser,1945,CSU,219,BY,18
2009-09-27,,Frank,Franz,1978,NPD,298,SL,1
2009-09-27,,Markus,Franz,1963,CDU,,SL,13
2009-09-27,,Uwe,Franz,1962,SPD,,RP,24
2009-09-27,,Manfred,Franzke,1952,,217,,
2009-09-27,,Gabriele,Frechen,1956,SPD,92,NW,37
2009-09-27,,Dorothea,Frederking,1964,GRÜNE,70,ST,5
2009-09-27,,Jürgen,Freimuth,1954,ÖDP,,RP,11
2009-09-27,,Dagmar,Freitag,1953,SPD,151,NW,7
2009-09-27,,Reinhard,Freitag,1961,FDP,280,BW,33
2009-09-27,,Manfred,Frentzen,1948,NPD,110,,
2009-09-27,,Erich,Freudenberger,1971,PBC,249,BY,9
2009-09-27,,Astrid,Freudenstein,1973,CSU,,BY,28
2009-09-27,,Klaus,Freudigmann,1942,MLPD,,BE,6
2009-09-27,,Elvira-Anna,Fricke,1934,MLPD,,ST,9
2009-09-27,,Otto,Fricke,1965,FDP,111,NW,7
2009-09-27,,Sebastian,Fricke,1974,GRÜNE,6,SH,10
2009-09-27,,Sabine,Fricker,1957,MLPD,,SL,2
2009-09-27,,Markus Paul Felix,Fridgen,1975,NPD,213,,
2009-09-27,,Carolin,Friedemann,1981,GRÜNE,42,NI,13
2009-09-27,,Paul Klemens,Friedhoff,1943,FDP,113,NW,12
2009-09-27,,Peter,Friedhoff,1970,FDP,33,NI,16
2009-09-27,,Patrick,Friedl,1970,GRÜNE,251,,
2009-09-27,Dr.,Hans-Peter,Friedrich,1957,CSU,239,BY,14
2009-09-27,,Peter,Friedrich,1972,SPD,287,BW,9
2009-09-27,,Thomas,Friedrich,1955,ÖDP,,BY,18
2009-09-27,,Hans-Christian,Friedrichs,1964,GRÜNE,37,,
2009-09-27,,Maika,Friemann-Jennert,1964,CDU,,MV,9
2009-09-27,,Michael,Frieser,1964,CSU,245,BY,16
2009-09-27,,Urs Fabian,Frigger,1984,FDP,147,NW,41
2009-09-27,Dr.,Benedikt,Frings,1957,NPD,94,,
2009-09-27,,Jörg,Frister,1977,FDP,,RP,15
2009-09-27,,Kerstin,Fritsch,1962,NPD,283,,
2009-09-27,,nicole,Fritsche,1979,DIE LINKE,218,BY,7
2009-09-27,,Erich Georg,Fritz,1946,CDU,144,NW,19
2009-09-27,,Maria-Elisabeth,Fritzen,1962,GRÜNE,9,,
2009-09-27,,Jakobus,Fröhlich,1945,MLPD,140,,
2009-09-27,,Josephine,Fröhlich,1984,NPD,176,,
2009-09-27,,Patrick,Fröhlich,1981,CSU,,BY,42
2009-09-27,,Ulrich,Fröhlich-Abrecht,1974,CDU,,HE,41
2009-09-27,,Christa,Frohn,1955,DIE LINKE,90,,
2009-09-27,,Gabi,Fromm,1951,SPD,,SL,30
2009-09-27,,Jochen-Konrad,Fromme,1949,CDU,50,NI,11
2009-09-27,,Ferdinand,Frummet,1951,Bündnis21/RRP,233,BY,7
2009-09-27,,Klaus,Fuchs,1954,MLPD,71,ST,5
2009-09-27,Dr.,Michael,Fuchs,1949,CDU,200,RP,8
2009-09-27,,Hans-Joachim,Fuchtel,1952,CDU,280,,
2009-09-27,,Gabriel,Fürst,1978,CDU,,BW,58
2009-09-27,,Alexander,Fürter,1970,FDP,,BY,54
2009-09-27,,Klaus-Wilhelm,Füßmann,1957,FDP,142,NW,37
2009-09-27,,Michael,Fuest,1955,GRÜNE,32,NI,14
2009-09-27,,Gerald Paul,Fütterer,1957,ÖDP,,TH,12
2009-09-27,,Alexander,Funk,1974,CDU,299,SL,4
2009-09-27,,Reinhard,Funk,1958,MLPD,,NI,5
2009-09-27,,Madeleine,Funke,1963,CDU,,HE,40
2009-09-27,,Holger,Furch,1985,PIRATEN,,NW,2
2009-09-27,,Irina,Gaba,1988,BP,,BY,19
2009-09-27,,Martin,Gabling,1962,NPD,229,BY,3
2009-09-27,,Sigmar,Gabriel,1959,SPD,50,NI,24
2009-09-27,,Ingo,Gädechens,1960,CDU,9,SH,9
2009-09-27,,Gabriele,Gärtner,1977,MLPD,,NW,1
2009-09-27,,Joachim,Gärtner,1948,MLPD,,HE,7
2009-09-27,,Johann,Gärtner,1950,REP,,BY,1
2009-09-27,,Matthias,Gärtner,1984,NPD,70,ST,5
2009-09-27,,Monika Ruth,Gärtner-Engel,1952,MLPD,,NW,5
2009-09-27,,Annegret,Gärtner-Leymann,1977,MLPD,141,NW,16
2009-09-27,,Siegfried,Gärttner,1946,NPD,271,,
2009-09-27,,Uwe,Gäthje,1940,Bündnis21/RRP,56,HB,1
2009-09-27,,Giuliano,Gagliardi,1988,,289,,
2009-09-27,Dr.,Wolfgang,Gahler,1948,,72,,
2009-09-27,,Dietmar,Gaisenkersting,1967,PSG,,NW,1
2009-09-27,,Silke,Gajek,1962,GRÜNE,13,MV,2
2009-09-27,Dr.,Klaus Olaf Hagen,Gallas,1941,SPD,,TH,13
2009-09-27,,Ronald,Galle,1957,BüSo,,SN,9
2009-09-27,,Marc,Galwas,1970,DKP,,BE,16
2009-09-27,Dr.,Thomas,Gambke,1949,GRÜNE,228,BY,8
2009-09-27,,Oliver,Gantz,1981,CDU,,SH,24
2009-09-27,,Wilhelm,Gasser,1960,PIRATEN,,BY,3
2009-09-27,,Harald Wilhelm,Gatermann,1955,DIE LINKE,,HB,4
2009-09-27,,Ulrike,Gauderer,1971,GRÜNE,,HE,7
2009-09-27,,Reiner,Gauger,1962,CDU,,BW,13
2009-09-27,Dr.,Horst,Gaumann,1965,FDP,34,NI,20
2009-09-27,Dr.,Peter,Gauweiler,1949,CSU,220,,
2009-09-27,Dr.,Thomas,Gebhart,1971,CDU,212,RP,11
2009-09-27,Dr.,Jürgen,Gehb,1952,CDU,169,HE,9
2009-09-27,,Wolfgang,Gehrcke-Reymann,1943,DIE LINKE,183,HE,2
2009-09-27,,Kai Boris,Gehring,1977,GRÜNE,121,NW,10
2009-09-27,,Norbert,Geis,1939,CSU,247,,
2009-09-27,,Andreas Werner,Geisel,1966,SPD,87,,
2009-09-27,Dr.,Edmund Peter,Geisen,1949,FDP,203,RP,4
2009-09-27,,Hans-Christoph,Gensichen,1933,PBC,,RP,2
2009-09-27,,Patrick,Gentsch,1976,NPD,166,,
2009-09-27,,Sven,George,1985,DKP,,BE,5
2009-09-27,,Gabriele,Georgiou,1955,MLPD,,HB,2
2009-09-27,,Christian,Gerber,1985,GRÜNE,188,,
2009-09-27,,Michael,Gerdes,1960,SPD,126,NW,51
2009-09-27,Dr.,Klaus-Uwe,Gerhardt,1955,GRÜNE,185,HE,16
2009-09-27,Dr.,Wolfgang,Gerhardt,1943,FDP,179,HE,1
2009-09-27,,Alois,Gerig,1956,CDU,276,,
2009-09-27,,Kai,Gersch,1971,FDP,79,BE,5
2009-09-27,,Martin,Gerster,1971,SPD,292,BW,12
2009-09-27,,Waltraud,Geß,1965,CM,,BY,8
2009-09-27,,Joachim,Gessinger,1945,GRÜNE,61,BB,4
2009-09-27,,Klaus Erwin,Gewehr,1958,SPD,,RP,27
2009-09-27,,Paul Felix,Giebeler,1981,BüSo,133,NW,8
2009-09-27,,Michael,Gielnik,1983,NPD,,MV,3
2009-09-27,,Eberhard,Gienger,1951,CDU,266,,
2009-09-27,,Elisabeth,Gierlings,1932,SPD,,BY,48
2009-09-27,,Rita,Giermann,1941,MLPD,,HH,3
2009-09-27,,Tim,Giesbert,1980,GRÜNE,119,NW,18
2009-09-27,,Herta-Margarete,Giese,1935,Tierschutzpartei,,NI,1
2009-09-27,,Jan,Giesel,1972,ÖDP,,HH,3
2009-09-27,,David,Giesler,1984,NPD,168,HE,7
2009-09-27,,Anton,Gieß,1941,RENTNER,,NW,6
2009-09-27,,Cornelia,Gießler,1978,CDU,,TH,12
2009-09-27,,Raimund,Gilbert,1990,BP,,BY,20
2009-09-27,,Alexandra,Gill-Gers,1970,SPD,,RP,17
2009-09-27,,Horst Helmut,Gilles,1943,Bündnis21/RRP,38,NI,9
2009-09-27,,Elmar,Gillet,1965,GRÜNE,,NW,24
2009-09-27,,Marlene,Gilsdorf,1935,ÖDP,,NW,13
2009-09-27,,Magdalena Isabella,Giren,1960,DIE LINKE,,NI,13
2009-09-27,,Dagmar,Girmus,1946,Tierschutzpartei,,NI,4
2009-09-27,,Gero,Gisart,1942,CDU,,NW,59
2009-09-27,,Klaus,Glahn,1942,Bündnis21/RRP,52,NI,3
2009-09-27,,Claudia,Glanz,1954,GRÜNE,162,,
2009-09-27,,Bärbel,Glas,1962,CDU,,RP,37
2009-09-27,,Iris,Gleicke,1964,SPD,197,TH,2
2009-09-27,,David,Glöckner,1985,REP,,SN,6
2009-09-27,,Michael,Glos,1944,CSU,250,,
2009-09-27,,Günter,Gloser,1950,SPD,244,BY,3
2009-09-27,,Ulrich,Glück,1969,ÖDP,,HH,8
2009-09-27,,Therese,Gmelch,1955,MLPD,,BY,5
2009-09-27,,Eva-Maria,Godau,1947,,70,,
2009-09-27,,Angela,Godawa,1958,SPD,295,BW,26
2009-09-27,,Angelika,Göhner-Feller,1954,MLPD,264,BW,10
2009-09-27,,Nerman,Göktas,1958,DIE LINKE,173,,
2009-09-27,,Fritz,Göldner,1966,PBC,,BY,1
2009-09-27,,Josef,Göppel,1950,CSU,241,,
2009-09-27,,Katrin,Göring-Eckardt,1966,GRÜNE,192,TH,1
2009-09-27,,Bianca,Görke,1967,DIE LINKE,,ST,9
2009-09-27,,Horst Günter,Görmann,1953,NPD,56,HB,1
2009-09-27,,Ralf,Goertz,1965,REP,,NW,1
2009-09-27,,Christian,Götz,1967,NPD,215,,
2009-09-27,,Elisabeth,Götz,1969,NPD,223,,
2009-09-27,,Peter,Götz,1947,CDU,273,,
2009-09-27,Dr.,Wolfgang,Götzer,1955,CSU,228,,
2009-09-27,,Marco,Gogolin,1980,SPD,,RP,20
2009-09-27,,Nicole,Gohlke,1975,DIE LINKE,219,BY,5
2009-09-27,,Lars,Gold,1985,NPD,268,BW,7
2009-09-27,,Stephanie-Johanna,Goldbach,1980,Tierschutzpartei,,BE,7
2009-09-27,,Hans-Michael,Goldmann,1946,FDP,26,NI,3
2009-09-27,,Ulrike,Goldstein,1976,GRÜNE,219,BY,21
2009-09-27,,Heinz,Golombeck,1948,FDP,271,BW,15
2009-09-27,,Diana,Golze,1975,DIE LINKE,61,BB,5
2009-09-27,,Axel,Gonder,1958,DIE LINKE,113,,
2009-09-27,,Markus,Gorges,1975,CDU,,ST,10
2009-09-27,,Thomas,Gorr,1968,NPD,181,,
2009-09-27,,Ulrike,Gottschalck,1955,SPD,169,,
2009-09-27,,Sascha,Gottschalk,1978,GRÜNE,204,RP,10
2009-09-27,,Ralf,Grabow,1965,FDP,,MV,6
2009-09-27,,Dirk,Grabowski,1973,,100,,
2009-09-27,,Andrea,Graf,1966,GRÜNE,184,HE,13
2009-09-27,,Angelika,Graf,1947,SPD,223,BY,8
2009-09-27,,Rainer,Graf,1957,ÖDP,267,,
2009-09-27,,Jutta,Graf-Baier,1947,DIE LINKE,,BW,15
2009-09-27,,Iris,Gramberg,1960,DIE LINKE,28,NI,18
2009-09-27,,Markus,Grammel,1976,PBC,269,BW,2
2009-09-27,,Ute,Granold,1955,CDU,206,RP,9
2009-09-27,,Bruno,Granser,1953,REP,,BW,14
2009-09-27,,Dennis,Granzow,1963,SPD,,BB,14
2009-09-27,,Heinz Hubertus,Grass,1958,GRÜNE,159,,
2009-09-27,,Armin,Grassert,1959,DIE VIOLETTEN,,BE,3
2009-09-27,,Denis,Gratzke,1978,NPD,,ST,9
2009-09-27,,Toralf,Grau,1986,REP,,SN,1
2009-09-27,,Oliver,Graue,1967,ÖDP,,HH,5
2009-09-27,,Stefan Josef,Graus,1977,SPD,,SL,25
2009-09-27,,Gero,Greb,1945,,288,,
2009-09-27,,Marlies,Grebe,1956,SPD,,NI,48
2009-09-27,,Max Josef,Greckl,1941,Bündnis21/RRP,,BY,10
2009-09-27,,Christian,Greeb,1984,NPD,205,RP,8
2009-09-27,,Sebastian,Greiber,1980,FDP,297,,
2009-09-27,,Judith,Greif,1984,GRÜNE,218,BY,13
2009-09-27,,Annette,Greilich,1958,FDP,,HE,32
2009-09-27,,Eberhard,Grein,1959,CSU,,BY,62
2009-09-27,,Simon,Gremmler,1983,ÖDP,,NW,3
2009-09-27,,Maria,Greuter,1953,SPD,,SL,32
2009-09-27,,Michael,Grewe,1968,NPD,,MV,7
2009-09-27,,Monika,Griefahn,1954,SPD,37,NI,19
2009-09-27,,Joachim,Griesbaum,1955,MLPD,,HH,1
2009-09-27,,Kerstin,Griese,1966,SPD,106,NW,14
2009-09-27,,Mareike,Grigo,1977,GRÜNE,106,NW,23
2009-09-27,,Katrin,Grigoleit,1968,MLPD,,TH,5
2009-09-27,,Gisela,Grimm,1962,BP,,BY,21
2009-09-27,,Reinhard Dieter,Grindel,1961,CDU,36,NI,16
2009-09-27,,Hermann,Gröhe,1961,CDU,109,NW,13
2009-09-27,,Raphael,Grohganz,1952,CDU,,HE,28
2009-09-27,,Franz,Groll,1943,DIE LINKE,280,,
2009-09-27,,Gabriele,Groneberg,1955,SPD,33,NI,14
2009-09-27,,Peter,Groos,1964,GRÜNE,85,,
2009-09-27,,Michael,Groschek,1956,SPD,118,NW,65
2009-09-27,,Michael Peter,Groß,1956,SPD,123,NW,47
2009-09-27,,Thorsten,Groß,1973,NPD,173,HE,9
2009-09-27,,Werner,Groß,1962,SPD,213,BY,42
2009-09-27,,Klaus,Große,1953,FDP,86,BE,9
2009-09-27,,Michael,Grosse-Brömer,1960,CDU,37,NI,7
2009-09-27,,Lüder,Grosser,1973,BüSo,259,BW,5
2009-09-27,,Heinz,Großhans,1955,DIE VIOLETTEN,,BW,2
2009-09-27,,Marc,Großjean,1986,PIRATEN,,SL,2
2009-09-27,,Edward,Grossmann,1947,Volksabstimmung,,BW,6
2009-09-27,,Astrid,Grotelüschen,1964,CDU,29,NI,21
2009-09-27,,Annette,Groth,1954,DIE LINKE,279,BW,5
2009-09-27,,Inga,Groth,1981,CDU,,MV,8
2009-09-27,,Andreas,Grube,1960,,190,,
2009-09-27,,Karl-Peter,Grube,1951,ÖDP,20,HH,7
2009-09-27,,Andreas,Gruber,1946,BP,,BY,22
2009-09-27,,Markus,Grübel,1959,CDU,261,,
2009-09-27,,Michael Johannes,Gründler,1958,BüSo,,SN,7
2009-09-27,,Rolf,Grüning,1959,DIE LINKE,276,,
2009-09-27,,Holger,Grünwedel,1958,DIE LINKE,251,,
2009-09-27,,Michael,Grüß,1976,DKP,,BE,17
2009-09-27,Dr.,Stefan,Grüter,1954,CDU,,BW,41
2009-09-27,Prof.,Monika,Grütters,1962,CDU,86,BE,1
2009-09-27,,Manfred,Grund,1955,CDU,189,TH,1
2009-09-27,,Erhard,Grundl,1963,GRÜNE,231,BY,20
2009-09-27,,Miriam,Gruß,1975,FDP,252,BY,5
2009-09-27,,Helmut,Gudat,1957,NPD,90,NW,6
2009-09-27,,Elke,Gülck,1937,DVU,,ST,2
2009-09-27,,Tanya-Michelé,Günter,1969,FAMILIE,,BY,4
2009-09-27,,Joachim,Günther,1948,FDP,167,SN,2
2009-09-27,,Derya,Gür,1981,GRÜNE,,NW,21
2009-09-27,,Achim,Güssgen,1957,FDP,177,HE,15
2009-09-27,,Ravindra,Gujjula,1954,SPD,60,BB,11
2009-09-27,,Dietrich,Gumppenberg Freiherr von,1941,FDP,,BY,37
2009-09-27,,Madline,Gund,1987,CDU,,BW,37
2009-09-27,,Rosemarie,Gunder,1952,GRÜNE,,BY,23
2009-09-27,,Andrea,Gungl,1959,CDU,,BW,42
2009-09-27,,Wolfgang,Gunkel,1947,SPD,158,SN,5
2009-09-27,,Erold,Gutowski,1950,REP,,BW,9
2009-09-27,,Hermann,Gutsche,1954,NPD,5,SH,6
2009-09-27,Dr.,Karl-Theodor,Guttenberg Freiherr von und zu,1971,CSU,240,BY,3
2009-09-27,,Olav,Gutting,1970,CDU,278,,
2009-09-27,Dr.,Gregor,Gysi,1948,DIE LINKE,85,BE,1
2009-09-27,,Tilo,Haag,1978,PIRATEN,,MV,5
2009-09-27,,Detlef,Haar,1945,Bündnis21/RRP,46,,
2009-09-27,,Heiner Joachim,Haase,1957,GRÜNE,35,NI,10
2009-09-27,,Stephan,Haase,1968,NPD,150,NW,2
2009-09-27,,Christine,Habereder,1963,Volksabstimmung,,BW,2
2009-09-27,,Thomas,Habisch,1969,PIRATEN,,BB,3
2009-09-27,,Manuel,Hachenburger,1962,,177,,
2009-09-27,,Tino,Hackenbruch,1977,CDU,,RP,17
2009-09-27,,Hans-Joachim,Hacker,1949,SPD,13,MV,1
2009-09-27,,Maria,Hackl,1956,SPD,253,BY,32
2009-09-27,,Verena,Häggberg,1973,ÖDP,,HH,2
2009-09-27,,Jörg,Hähnel,1975,NPD,77,BE,2
2009-09-27,,Stella,Hähnel,1972,NPD,63,,
2009-09-27,,Andrea,Hähner,1961,MLPD,,SH,3
2009-09-27,,Günter,Haemer,1940,REP,,HE,3
2009-09-27,,Lothar,Hänsch,1949,FDP,19,HH,8
2009-09-27,,Heike,Hänsel,1966,DIE LINKE,290,BW,2
2009-09-27,,Siegfried,Härle,1935,NPD,292,,
2009-09-27,Dr.,Gesine,Haerting,1958,GRÜNE,75,,
2009-09-27,,Jenny,Häse,1987,BüSo,,BB,2
2009-09-27,,Peter Joachim Bruno,Haese,1937,NPD,230,,
2009-09-27,,Reinhard Gerd-Jürgen,Haese,1948,REP,,BE,1
2009-09-27,,Markus,Häßler,1983,,238,,
2009-09-27,,Gotthard Lothar,Häupl,1949,,160,,
2009-09-27,,Angelika Jutta,Hagedorn,1957,FAMILIE,,NW,6
2009-09-27,,Bettina,Hagedorn,1955,SPD,9,SH,2
2009-09-27,,Gene,Hagelstein,1967,SPD,,HE,21
2009-09-27,,Klaus,Hagemann,1947,SPD,207,RP,9
2009-09-27,,Heide,Hagen,1956,PIRATEN,,BE,2
2009-09-27,,Jörg,Hager,1980,NPD,,BW,9
2009-09-27,,Ina,Hager-Dietel,1959,CSU,,BY,46
2009-09-27,,Rita,Hagl,1970,SPD,227,BY,34
2009-09-27,,Florian,Hahn,1974,CSU,222,BY,33
2009-09-27,,Michael,Hahn,1970,NPD,54,NI,7
2009-09-27,,Holger-Heinrich,Haibach,1971,CDU,176,HE,17
2009-09-27,,Metin,Hakverdi,1969,SPD,,HH,10
2009-09-27,,Fredy,Halbroth,1953,REP,,BW,10
2009-09-27,,Marcel,Haliti,1983,NPD,119,,
2009-09-27,,Alexandra,Hall,1972,ZENTRUM,,NW,3
2009-09-27,,Ingo,Haller,1972,NPD,91,,
2009-09-27,,Matthias,Halmanns,1981,NPD,115,,
2009-09-27,,Karen,Haltaufderheide,1960,GRÜNE,139,NW,19
2009-09-27,,Ralf,Hamacher,1962,FAMILIE,,NW,8
2009-09-27,,Enrico,Hamisch,1974,NPD,,MV,8
2009-09-27,,Sandro,Hammer,1974,DIE LINKE,235,BY,26
2009-09-27,,Tim,Hanke,1979,CDU,,SH,17
2009-09-27,,Brigit Susanne,Hannemann-Röttgers,1961,SPD,,SH,16
2009-09-27,Dr.,Christel,Happach-Kasan,1950,FDP,10,SH,2
2009-09-27,Dr.,Stephan,Harbarth,1971,CDU,277,,
2009-09-27,,Jürgen,Hardt,1963,CDU,104,NW,48
2009-09-27,,Oliver,Harf,1972,NPD,88,,
2009-09-27,,Burkhard,Harting,1962,ZENTRUM,,NW,5
2009-09-27,,Alexander,Hartmann,1961,BüSo,179,HE,1
2009-09-27,,Birgit,Hartmann,1960,BP,,BY,23
2009-09-27,,Detlef,Hartmann,1959,NPD,104,,
2009-09-27,,Esther,Hartmann,1955,DIE LINKE,6,SH,3
2009-09-27,,Georg,Hartmann,1936,NPD,187,HE,8
2009-09-27,,Günther,Hartmann,1965,ÖDP,219,BY,19
2009-09-27,,Maria,Hartmann,1955,FAMILIE,,NW,1
2009-09-27,,Michael,Hartmann,1963,SPD,206,RP,2
2009-09-27,,Simon,Hartmann,1977,SPD,,NI,37
2009-09-27,,Thomas,Hartmann,1963,GRÜNE,256,,
2009-09-27,,Uwe,Hartmann,1963,BP,,BY,2
2009-09-27,,Sabine,Hartmann-Bastert,1974,CDU,,HE,44
2009-09-27,,Frank,Hartwig,1960,NPD,255,,
2009-09-27,,Karin,Hartwig,1960,NPD,253,,
2009-09-27,,Agnes,Hasenjäger,1950,DIE LINKE,,NI,11
2009-09-27,,Dagmar,Hassel,1958,CDU,,RP,18
2009-09-27,,Sarah Luzia,Hassel-Reusing,1961,ÖDP,,NW,12
2009-09-27,,Philipp Maximilian,Hasselbach,1987,NPD,222,,
2009-09-27,,Gerda,Hasselfeldt,1950,CSU,216,BY,2
2009-09-27,,Britta,Haßelmann,1961,GRÜNE,133,NW,3
2009-09-27,,Florian,Haßler,1977,GRÜNE,260,BW,14
2009-09-27,,Jörgen Michael,Hassler,1983,SPD,,BB,15
2009-09-27,,Marc,Hauck,1978,FDP,,RP,28
2009-09-27,,Michael,Hauck,1970,GRÜNE,244,,
2009-09-27,,Norbert,Hauck,1949,REP,,RP,1
2009-09-27,,Rainer,Hauenschild,1968,DIE LINKE,261,,
2009-09-27,,Matthias,Hauer,1977,CDU,121,NW,46
2009-09-27,,Nina,Hauer,1968,SPD,177,HE,11
2009-09-27,,Stefan,Haug,1958,GRÜNE,230,,
2009-09-27,,Friedrich,Haugg,1969,FDP,,BY,28
2009-09-27,,Gabriele,Hauptstein,1960,FDP,67,ST,4
2009-09-27,,Heinz-Peter,Haustein,1954,FDP,165,SN,3
2009-09-27,,Sven-Gunnar,Haverlandt,1978,NPD,,BB,5
2009-09-27,,Maria-Anna,Hebach,1946,Volksabstimmung,,BW,5
2009-09-27,,Stefan,Heck,1982,CDU,172,HE,19
2009-09-27,,Doris,Heer,1949,DIE LINKE,,BW,17
2009-09-27,,Lutz,Heerwald,1960,MLPD,,BB,2
2009-09-27,,Brigitte,Hegendörfer,1955,CSU,,BY,47
2009-09-27,,Ute,Hegener,1955,GRÜNE,120,,
2009-09-27,,Reinhard,Hegewald,1964,CDU,25,NI,22
2009-09-27,,Silvio,Heidbüchel,1988,DIE LINKE,253,BY,20
2009-09-27,,Wilfried Bernd Jürgen,Heidemann,1939,Bündnis21/RRP,,NW,3
2009-09-27,Dr.,Matthias,Heider,1966,CDU,150,,
2009-09-27,,Helmut,Heiderich,1949,CDU,170,HE,15
2009-09-27,,Anny,Heike,1948,DIE LINKE,243,,
2009-09-27,,Hubertus,Heil,1972,SPD,46,NI,3
2009-09-27,,Mechthild,Heil,1961,CDU,199,RP,10
2009-09-27,,Martin,Heilemann,1966,DIE LINKE,25,NI,31
2009-09-27,,Lutz Eberhard,Heilmann,1966,DIE LINKE,9,,
2009-09-27,,Adrian,Heim,1964,ÖDP,216,BY,20
2009-09-27,,Dirk,Heimsoth,1956,NPD,39,,
2009-09-27,Dr.,Rosemarie Anna Gertrud,Hein,1953,DIE LINKE,70,ST,5
2009-09-27,,Tobias,Heine,1986,PIRATEN,,NI,10
2009-09-27,,Silvia,Heinel,1988,BüSo,80,BE,6
2009-09-27,,Uwe,Heinemann,1975,SPD,,HE,41
2009-09-27,,Anita,Heinemeyer,1948,DIE LINKE,93,,
2009-09-27,,Alexandra,Heinen,1971,CDU,,SL,15
2009-09-27,,Ursula,Heinen-Esser,1965,CDU,94,NW,3
2009-09-27,,Filip,Heinlein,1985,GRÜNE,196,,
2009-09-27,,Frank,Heinrich,1964,CDU,163,,
2009-09-27,,Ralf,Heinrich,1962,BüSo,253,BY,10
2009-09-27,Dr.,Christine,Heins,1963,CDU,,SH,26
2009-09-27,,Marcus,Heintel,1976,SPD,201,RP,15
2009-09-27,,Alexander,Heinz,1978,FDP,,SL,8
2009-09-27,,Axel,Heinzmann,1946,NPD,289,,
2009-09-27,,Gerhard,Heinzmann,1940,PBC,,BW,1
2009-09-27,,Michael,Heinzmann,1969,PBC,,RP,1
2009-09-27,,Thorsten,Heise,1969,NPD,189,TH,3
2009-09-27,,Thomas Martin,Heiske,1966,FDP,114,NW,47
2009-09-27,,Michael,Heitchen,1971,FDP,52,NI,18
2009-09-27,,Ingo,Helge,1976,NPD,206,RP,6
2009-09-27,,Hendrik Tilmann,Heller,1986,NPD,197,TH,5
2009-09-27,,Uda Carmen Freia,Heller,1951,CDU,75,ST,2
2009-09-27,,Harald,Helling,1958,SPD,,NI,45
2009-09-27,,Katrin,Helling,1986,FDP,139,NW,28
2009-09-27,,Wolfgang,Hellmich,1958,SPD,147,NW,15
2009-09-27,,Ronnie,Hellriegel,1978,NPD,258,,
2009-09-27,,Jan,Helmer,1964,CSU,,BY,34
2009-09-27,Dr.,Reinhold,Hemker,1944,SPD,129,,
2009-09-27,,Dennis,Hempel,1983,,78,,
2009-09-27,,Rolf,Hempelmann,1948,SPD,120,NW,61
2009-09-27,Dr.,Barbara,Hendricks,1952,SPD,113,NW,9
2009-09-27,,Rudolf,Henke,1954,CDU,88,NW,41
2009-09-27,,Walter,Henke,1952,FDP,58,BB,8
2009-09-27,,Werner,Henn,1957,SPD,278,BW,35
2009-09-27,,Andreas,Henne,1966,CDU,,HE,31
2009-09-27,,Stefanie,Henneke,1979,GRÜNE,34,,
2009-09-27,,Martin,Hennig,1970,BüSo,219,BY,13
2009-09-27,,Wolff-Eberhard,Hennigs von,1929,CDU,,BW,34
2009-09-27,Dr.,Rigolf,Henning,1935,NPD,35,,
2009-09-27,,Dieter,Hennne,1955,FAMILIE,,SL,6
2009-09-27,,Michael,Hennrich,1965,CDU,262,,
2009-09-27,,Werner,Henrichs,1938,Volksabstimmung,99,NW,3
2009-09-27,,Ursula Maria,Henry,1941,SPD,,SL,13
2009-09-27,,Norbert,Hense,1990,,284,,
2009-09-27,,Christoph,Hentzen,1959,FDP,186,HE,20
2009-09-27,,Clemens,Henzler,1945,CDU,,RP,35
2009-09-27,Dr.,Ernst Albert,Herbert,1952,MLPD,102,,
2009-09-27,,Sibylle,Herbert,1942,FDP,,HE,31
2009-09-27,,Stefan,Herbert,1965,DIE VIOLETTEN,,BW,7
2009-09-27,Dr.,Ulrich,Herbert,1952,FDP,238,BY,17
2009-09-27,,Bettina,Herlitzius,1960,GRÜNE,89,NW,13
2009-09-27,,Petra,Hermann,1960,FDP,121,NW,42
2009-09-27,,Winfried,Hermann,1952,GRÜNE,290,BW,6
2009-09-27,,Stefan,Hermes,1967,PIRATEN,,HE,4
2009-09-27,,Hans-Dieter,Herold,1951,GRÜNE,240,,
2009-09-27,,Bärbel,Herr,1948,REP,,BY,6
2009-09-27,Dr.,Dietrich,Herrmann,1962,GRÜNE,160,,
2009-09-27,,Jürgen,Herrmann,1962,CDU,137,,
2009-09-27,,Detlef,Hertz,1967,DIE LINKE,,NW,31
